0.05704276 -0.1221336 0.132257 -0.03581632 -0.08876363
-0.09214878 -0.01598437 -0.0008843261 -0.1745625 -0.08145995
0.09876873 0.1082565 0.1039177 0.02196842 -0.01576955
-0.04198751 -0.0006359345 0.1861205 -0.007844216 0.03872776
0.201643 -0.0963879 -0.05379986 -0.0170673 -0.01154824
0.1611425 -0.192287 -0.1825029 0.02931535 0.2377104
-0.0232444 0.01316831 0.07505367 0.128402 -0.03690893
-0.1938012 0.3240082 -0.03647791 -0.2205024 0.03077761
0.08321012 -0.139353 0.2073232 0.1285859 -0.1252147
-0.1875972 -0.05395269 -0.01580599 0.03585701 0.03569293
0.08075318 0.05345719 -0.09785184 -0.08474818 0.1725777
0.03081968 -0.393135 -0.0766254 -0.01291388 0.1168221
-0.1076563 0.03230855 0.08227058 0.1170969 -0.1252618
-0.0727758 0.1808935 0.1110426 0.03600313 -0.08761171
0.1308793 0.01034899 0.003197744 0.01449193 0.01069867
-0.02166497 0.02343626 -0.09175019 0.04771208 -0.04081931
0.08689814 0.05091205 0.03078789 -0.3281075 0.1027966
0.1124091 0.107021 -0.02827337 -0.06819462 0.02688994
-0.04418092 0.005196748 0.07294586 -0.1597869 0.05783495
-0.1224584 0.09909975 -0.06127466 0.06133676 -0.01663622
-0.01569778 0.08771572 -0.1574097 -0.02545079 0.05935422
0.03670345 0.03772098 0.003006583 -0.04744213 -0.1673488
-0.03125074 0.1379733 0.09435571 0.1602191 -0.07804031
0.05270153 -0.0117464 -0.03322757 -0.04938283 -0.05102765
-0.03199595 0.04257259 -0.01672668 -0.08309757 0.1070847
-0.07421251 -0.1451769 -0.02233305 -0.09114842 0.1751429
-0.1010082 0.05549619 0.07932063 0.02629974 0.158918
0.09469052 -0.1149169 0.07186451 -0.03513893 -0.05530229
0.101227 -0.2139341 0.06861129 0.01196644 -0.01106286
0.01679454 -0.01895451 -0.1640646 0.1343639 -0.00689787
-0.06275624 0.1436071 0.06808953 0.05805018 0.03553883
-0.1255165 0.001037657 -0.2912913 0.03482285 -0.02170881
-0.1994239 0.04887945 0.01461892 0.01337061 0.167486
-0.01044721 -0.03081877 0.04094557 -0.0924933 0.03928107
0.1569716 0.03138693 0.006305009 -0.1540446 0.04010945
0.07444853 -0.1008366 -0.2324892 -0.1844145 0.2423599
0.09779081 -0.04849362 -0.1069231 -0.2278738 -0.135163
0.09493655 0.06181705 -0.02307054 -0.03924563 0.08322089
0.2786347 0.01399314 -0.162285 -0.06024047 -0.01879847
-0.1244564 -0.06790881 0.1196869 -0.05060851 0.04142004
0.01171688 -0.05832174 0.08679515 0.00474693 -0.09647043
0.04461231 -0.1134169 0.02374981 -0.02696043 -0.1199298
0.1595612 -0.05065605 0.03258095 -0.04120661 -0.1738737
0.1645599 -0.009780657 0.01522156 0.08817536 0.2297972
-0.1883017 -0.07656712 0.02427509 -0.08588218 -0.1696719
-0.007455768 0.1438034 -0.2056207 0.1585519 0.1364417
0.1363451 0.04642226 0.09876742 0.01798916 -0.02451599
-0.09211763 -0.1173866 -0.1617532 -0.02654528 0.2148704
0.001018755 -0.03815095 0.06698975 -0.006073491 0.1830801
-0.03048961 -0.04254613 0.1325907 0.1701359 -0.09311427
-0.2373538 0.06382076 -0.1011543 -0.166964 -0.09915674
0.03421299 0.1122241 -0.03553118 0.01763685 0.02954644
0.1723957 -0.1383452 -0.06998661 -0.03411579 -0.08473398
-0.09219855 -0.03682869 0.02461996 -0.08476925 -0.1704305
0.01033591 -0.1118316 -0.08748802 -0.07152314 -0.0931561
-0.0172347 0.1215203 -0.0695393 -0.1398866 0.09126448
0.1898551 0.04974594 0.04215905 0.03059606 -0.003751095
0.01517796 0.03203421 -0.1606929 0.1148984 -0.0351874
0.1506144 -0.1942105 0.02421081 -0.1720778 0.01062439
-0.1956303 0.1651503 -0.0602752 -0.09945584 -0.005930303
0.0624955 -0.006598952 0.01744206 0.1812246 0.03543208
-0.1625441 -0.003001246 -0.08172209 -0.1325518 -0.2009979
-0.03528014 -0.189106 -0.06604075 -0.1300655 0.08105349
-0.05013858 0.02460957 0.130206 0.0741453 0.07721194
0.1613601 0.125231 0.08058395 0.06204186 -0.128279
-0.001422007 0.1098495 0.0438147 0.0241505 -0.06484191
0.0944715 0.06500483 0.1494723 -0.04697933 0.1026026
-0.1309731 0.02472126 -0.2220363 -0.009229336 -0.2146004
-0.06918338 -0.1219693 0.0149826 0.1944734 0.1187445
-0.01177976 0.0873499 0.094259 0.01712663 0.02567424
0.09408613 0.05183587 0.2317495 -0.1027067 -0.3586838
0.02970276 0.1739249 -0.1003409 -0.002496548 -0.01986464
0.117746 -0.07262488 0.04182129 0.06555817 0.1389591
-0.1504133 0.004427944 -0.1038998 -0.02387912 -0.1042348
0.1374607 -0.03635977 -0.05802312 0.1130707 -0.1745485
-0.06604016 -0.01268437 -0.0940129 0.03643658 0.0370665
-0.2158198 0.04001522 -0.08226642 0.005964249 0.006141815
-0.04098259 -0.05343812 0.0546622 0.1635985 -0.09388132
0.05873607 0.05306851 -0.1130802 -0.07049991 0.03351916
0.2574412 -0.003355429 0.1204821 -0.03786892 0.1964799
-0.1730782 0.004469561 0.0736884 -0.08620684 0.0482302
-0.05882717 -0.01528774 0.0101824 0.1223689 -0.2024949
0.1907853 0.07670928 -0.09376338 -0.07082821 -0.09648416
-0.05898802 0.1330265 -0.02572213 0.07370053 -0.08628219
-0.03141255 -0.07419276 0.1373949 0.06271009 -0.08857609
0.02205381 -0.006551925 0.01286386 0.09043284 -0.07663062
0.1554632 -0.01132113 -0.02690297 -0.1802767 -0.05730311
0.01136241 -0.02312973 0.08831662 -0.05496481 -0.051171
0.08080253 -0.1689137 -0.01879195 -0.1983183 0.06491293
-0.1572021 0.1019188 0.1473072 -0.02871396 -0.09465551
0.08453164 -0.08074225 0.05504083 0.02150246 -0.1028719
