0.374442 0.604494 -0.503178 -0.645353 -0.775029 -0.103016 -0.648360 -0.980420 0.188355 -0.378655 0.064699 -0.496786 -0.562112 -0.231108 0.161614 -0.194269 -0.723850 -0.035286 0.151350 -0.180025 -0.699118 0.380927 -0.548831 -0.470248 -0.604426 0.428659 -0.331685 -0.565655 -0.453948 -0.052953 -0.704719 -0.332298 -0.616314 -0.793980 -0.469631 0.350644 -0.425744 0.156473 -0.314738 -0.191934 -0.287151 -0.600075 -0.194789 -0.481005 0.162506 -0.809841 0.176648 0.458092 0.196555 -0.565788 0.086874 -0.457524 -0.095005 0.556899 -0.547911 0.342297 0.066891 0.694003 -1.149417 0.056417 -0.314234 -0.029652 -0.632118 -0.718349 -0.356091 -0.413082 0.101519 0.103152 0.035817 -0.076583 -0.698243 -0.366745 -0.090763 -0.362923 0.597055 0.041696 0.483468 0.258028 0.182316 0.312457 0.231027 0.473754 0.166636 -0.446669 0.266362 -0.016866 -0.116075 0.114362 0.122207 -0.715277 -0.432455 -0.042788 0.570370 0.464428 0.099359 -0.234624 -0.585952 0.288116 0.033212 -0.564866
-0.486237 -0.276018 0.529801 -0.048355 0.832611 -0.200169 0.386742 0.369418 -0.477471 0.141875 0.134366 0.374102 0.001565 -0.194272 0.121569 1.093713 0.732582 0.214579 -0.876347 0.532715 -0.042998 -0.112995 0.451731 0.348651 -0.652421 -0.060771 -0.201225 -0.040065 0.322442 -0.121648 -0.502303 0.125308 0.201679 0.067563 -0.017257 -0.008584 -0.319183 -0.790635 0.347585 -0.506547 -0.611710 0.809978 -0.207050 -0.286234 -0.240827 0.122340 -0.032805 -0.528274 -0.372468 -0.096738 -0.064784 0.937180 -0.779476 -0.294222 0.153536 -0.932245 -0.217677 0.150252 -0.070734 -0.153631 0.384243 -0.832565 0.115046 -0.484394 0.882810 0.240424 -0.437048 -0.679457 -0.335040 -0.056336 0.274329 -0.090083 1.346424 -0.074678 -0.320220 -0.323769 0.190282 -0.271399 -0.324014 0.037046 -0.010297 -0.540360 -0.140766 0.581929 0.310112 -0.024910 -0.518605 -1.081283 -0.482832 -0.289453 -0.474853 -0.104328 -0.620696 -0.237748 -0.913580 0.204457 -0.292613 -0.180705 -0.793734 -0.231851
-0.276830 -0.053239 -0.336584 0.433146 0.909803 -0.083166 -0.427994 -0.138316 0.297345 0.082591 -0.359385 -0.468705 0.612885 -0.053147 0.278735 -0.302460 -1.053322 -0.768366 0.539328 -0.592877 -0.547536 0.096402 0.298446 -0.644434 0.481285 0.418897 0.496922 -0.605821 -0.302501 0.023785 -0.973805 -0.004514 -0.272406 -0.280066 -0.502802 -1.117102 -0.619819 -0.450584 0.286652 0.513312 0.233180 -0.150272 0.251706 -0.921252 -0.108064 -0.475095 0.155108 -0.218107 -0.770416 -0.236326 -0.586219 -0.923115 -0.164161 -1.205924 -0.382060 -0.560548 0.099268 -0.096925 1.008630 -0.006104 0.349399 0.234938 -0.115371 -0.557534 0.000990 0.669445 0.021670 0.013687 -0.249366 -0.091328 0.028718 0.674396 -0.199896 0.403201 0.701545 -0.183125 0.759401 -0.488804 -0.580423 -1.002424 0.011925 -0.809629 -0.578717 -0.515158 -0.561323 0.483965 -0.150882 0.313067 -0.455784 0.281989 -0.280857 -0.071342 0.333996 -0.146707 0.029769 0.139563 0.047895 -0.819185 -0.099565 1.090395
0.467915 -0.105529 -0.802295 0.482466 -0.154580 0.924259 0.395383 -0.562941 -0.930389 -0.367266 -0.799227 0.638364 -0.461161 -0.416893 -0.066851 -0.484756 0.309865 -0.226156 -0.524679 0.570664 0.103085 0.322931 -0.286452 -0.702237 0.458301 -0.493975 -0.603671 -0.213648 0.096256 0.079532 -0.822244 0.269769 0.755448 0.487065 -0.345228 0.030687 0.372941 -0.589468 -0.164364 -0.368143 0.329985 -0.491819 -0.169657 -0.640462 -0.815979 -0.457027 -0.969362 -0.293823 0.339943 0.607854 -0.674434 -0.277734 0.164911 -0.189057 -0.161732 0.359348 -0.778649 -0.341009 0.236812 0.468459 0.024595 -0.600333 0.078939 -0.386870 0.134225 -0.847861 0.069891 -0.043665 -0.326915 0.036704 -0.064905 0.051654 -0.381194 -0.396777 -0.247225 -1.127144 -0.200061 -0.115866 0.303134 0.216075 0.604467 -0.564379 -0.582327 0.779749 -0.639882 -0.882922 -0.002836 0.140954 -0.027771 0.465031 -0.435053 0.108452 -0.298803 -0.905374 0.349684 -0.097000 -0.041854 -0.645653 0.369496 0.653121
0.292889 0.850505 0.301235 -0.745058 -0.954756 0.192549 0.464215 -0.812562 -0.745191 -0.509082 -0.528222 -0.364060 0.253385 0.114563 -0.588499 -0.126907 -0.740586 -0.789860 -0.162291 0.009752 0.021791 -0.307118 0.517912 -0.128561 1.017306 -0.534117 0.414443 0.259463 0.346114 0.564282 0.626147 -0.338455 -0.010417 0.240909 0.528420 -0.545674 0.034080 0.175312 0.621630 0.080469 -0.188058 1.020745 -0.954494 0.697429 -0.681249 0.554054 -0.372088 0.253137 0.136703 0.382138 0.418412 0.093694 -0.480725 -0.312217 -0.928822 0.524511 0.335904 -0.068623 -0.993184 -1.072835 0.095187 -0.599708 -0.068428 0.252590 -0.116584 -0.218324 -0.816501 -0.818420 0.446873 0.559591 -0.605296 -0.497848 0.009482 0.227161 -0.051154 -0.094042 -0.691869 -0.078661 -0.684975 -0.132760 0.577378 -0.104020 0.059519 0.120412 -0.471205 -0.142919 0.309717 -0.364184 0.571977 -0.224593 -0.264338 -0.390548 -0.026171 -0.547161 -0.891084 -0.389993 0.944227 0.793043 -0.318090 -0.463206
0.769483 -0.487866 -0.701092 -0.951905 -0.291500 0.419023 0.642590 -0.397141 0.344734 0.248891 0.285985 -0.064732 -0.139844 0.469268 0.027516 0.663964 -0.811576 0.434898 -1.269941 -0.418476 0.230916 1.066367 -0.701534 0.500287 -0.048470 -0.458001 -0.095503 0.398516 0.007875 -0.582464 -0.351181 0.249322 0.192688 -1.574042 -0.331329 0.184410 -0.431903 -0.297008 -0.578627 0.067132 -0.141325 -0.186798 -0.031533 0.244803 0.185345 0.874367 0.237948 0.166750 0.167731 -0.443579 0.972512 0.547699 -0.523564 0.110256 0.304449 0.056680 -0.645291 -0.707129 0.658137 0.199117 -0.640619 -0.729257 0.055183 -0.090969 0.145032 -0.995525 -0.693683 -0.160629 -1.013667 0.326386 -0.299452 -0.226544 0.089907 0.413021 -0.279653 0.670891 0.238587 0.519222 0.535589 0.164758 -0.876448 -0.200112 -0.166272 -0.438934 0.660923 -1.092591 -0.143123 -0.315419 -0.125762 0.539401 0.143940 -0.065869 -0.730687 0.823831 -0.424408 -0.418355 -0.004546 0.725977 -0.712608 0.239825
-0.251852 -0.497348 0.585770 -0.349778 0.668085 -0.522623 -0.131042 0.032579 -0.080986 0.148141 -0.615966 -0.413140 1.090764 -0.008803 0.805988 -0.032378 -0.190094 -0.504647 -0.090308 -0.206970 -0.891669 -0.452505 0.323665 1.278655 -0.169509 -0.513680 -0.343299 -0.737477 0.082590 -0.002976 0.300279 -0.116708 -0.632851 -0.639560 -0.364485 -0.096150 -0.741311 0.479270 -0.493577 0.416407 -0.129829 0.139035 -0.240979 0.558943 0.380930 0.610494 -0.485011 -0.031310 -0.743563 -0.201586 0.656427 0.056794 -0.638579 0.042874 0.600830 -0.234157 0.078199 -0.760081 -0.520673 -0.226673 0.327971 0.090251 -0.278846 0.516980 -0.140438 0.175540 -0.409903 -0.397450 -0.671040 -0.381175 0.339469 -0.518250 -0.211154 -0.182157 -0.335092 0.405227 -0.778717 -0.472116 -0.326565 -0.107322 -0.371394 0.144374 0.190641 -0.047885 -0.376973 0.358975 -0.677162 -0.029802 -0.108995 -0.365038 0.096983 -0.323994 -0.282445 0.041244 0.075103 0.475899 0.002283 -0.199334 -0.627227 -0.677841
-0.173170 -0.361983 -0.799747 0.173046 -0.534711 -0.260592 -0.273812 0.590418 -0.327208 0.570114 0.432850 0.375809 -0.374647 0.532205 -0.596519 0.058343 0.373576 0.156816 0.118180 0.110583 0.300274 -0.144940 -0.639757 -0.207097 -0.554022 0.674805 1.150488 0.222835 0.169137 -0.643074 0.598030 0.132580 -0.013160 0.479057 0.622913 -0.061951 0.668990 -0.210081 0.020745 -0.979174 -1.268957 0.129184 -0.439739 -0.277286 -0.144482 -0.760287 -0.409106 -0.865686 -0.216171 0.444976 -0.660362 0.077906 0.349345 -0.223723 -0.405670 -0.093660 -0.151213 0.255315 -0.281740 -0.451246 -0.489278 0.044935 -0.761804 0.445197 -0.205764 -0.249098 1.206851 0.120069 0.103420 0.571632 -0.445636 -0.055608 0.062438 0.631536 -0.272636 -0.658622 -0.168407 0.733585 0.619867 -0.917678 -0.503394 0.485038 -0.649036 -0.172593 -0.068383 0.157726 -0.265108 -0.577454 0.387289 -0.325277 0.738402 0.633455 0.451258 0.218901 -0.590799 -0.656923 -1.042827 -0.270694 -0.362713 0.138744
-1.183820 0.001745 -0.594708 -1.079488 -0.629887 -0.968070 -0.649792 0.457438 0.407827 -0.579079 -0.396309 -0.155884 -1.248794 -0.470322 -1.149255 -0.366294 0.724359 0.553145 0.287215 -0.454171 0.435570 -0.914501 -0.374848 -0.359306 0.023883 -0.319737 -0.577111 0.604167 -0.386221 0.153010 -0.431428 -0.952793 -0.309382 0.466897 -0.640290 -0.943458 -0.314656 -0.362968 -0.235837 -0.615899 0.503659 -0.911810 0.015458 0.782397 0.465139 -0.180097 0.358265 0.360013 -0.321904 -0.524556 0.554507 0.096842 -0.100137 0.340459 -0.439319 -1.240697 0.341868 0.149618 0.068162 0.167503 -1.046992 0.185453 0.224083 -0.967583 0.254127 0.480128 -0.183265 0.424557 0.237335 -0.202324 0.036772 0.631596 -0.844982 -0.165487 -0.822545 -0.261684 -0.685506 -0.116226 -0.874301 0.465175 -0.140357 -0.886094 0.428509 -0.656952 0.233064 -0.181005 0.192440 -0.294660 -0.576646 0.514134 -0.305466 -0.624678 -0.664073 0.085270 -0.174005 0.490163 -0.158027 -0.238922 0.251221 -0.183345
-0.529080 -0.701047 0.940048 0.725440 -0.241031 -0.133752 -0.757570 0.062746 0.005949 0.328072 0.816766 -0.235493 -0.539384 -0.584508 -0.747934 -0.096610 0.617799 -0.800580 0.132693 0.236854 0.241298 -0.870139 -0.496610 -0.135231 -0.766225 -0.873025 -0.541416 0.360463 -0.488468 -0.680873 0.860143 -0.181052 0.004854 0.018137 0.671365 0.644228 0.276806 0.475609 -0.545861 -0.345000 0.190046 -0.453066 0.411031 0.413309 -0.478552 0.160635 -0.262169 -0.249383 0.038888 -0.150823 -1.290940 -0.193082 0.608501 0.057564 0.395616 -0.107045 -0.976674 -0.128478 -0.038289 -0.184263 -0.895214 0.237953 0.144709 0.536077 -0.368914 -0.821663 -0.794106 -0.209490 0.291796 -0.547819 0.441658 -0.505835 -0.239386 -0.314960 -0.439011 0.129649 -0.704120 -0.414874 -0.514123 -0.326716 -0.565757 -0.026633 -0.153121 0.024042 0.433798 -0.432320 0.188419 -0.329826 -1.096360 -0.312665 0.266875 -0.367249 -0.399383 -0.880209 0.760709 -1.189822 1.173560 -0.333864 0.385646 -0.454914
